Cod Int;Descrição;Classificação;Soma de estoque_teorico;Soma de estoque_contado;Dif; Cst Med ; Total ;Observações;
70550;SH ABOVE MEN ANTICASPA 325ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 12,83; R$ -   ;Ok;
70549;SH ABOVE MEN FRESH 3M1 325ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;7;7;0;R$ 12,68; R$ -   ;Ok;
61832;SH ALYNE  ANTI-CASPA 350ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 9,69; R$ -   ;Ok;
61913;SH ALYNE  ARGAN 1L;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 12,13; R$ -   ;Ok;
61835;SH ALYNE  LOURO RADIANTE CAMO 350ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 6,49; R$ -   ;Ok;
61836;SH ALYNE  RECONSTR E FORTALEC 350ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 7,28; R$ -   ;Ok;
63231;SH ALYNE ANT.CASPA 350ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 9,69; R$ -   ;Ok;
63054;SH ALYNE BABOSA 1L;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;4;4;0;R$ 12,62; R$ -   ;Ok;
61886;SH ALYNE CACHOS DEFINID 350ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 6,71; R$ -   ;Ok;
62597;SH ALYNE HIDRAT INTENSA 350ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 7,06; R$ -   ;Ok;
61912;SH ALYNE NEUTRO 1L;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;8;8;0;R$ 11,70; R$ -   ;Ok;
62809;SH ALYNE PROF COCO 1L;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 11,16; R$ -   ;Ok;
62563;SH ALYNE PROF ERVAS 1L;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;5;5;0;R$ 12,87; R$ -   ;Ok;
62561;SH ALYNE PROF MENTHOL 1L;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 11,95; R$ -   ;Ok;
63176;SH ALYNE PROF PESSEGO 1L;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 12,64; R$ -   ;Ok;
62065;SH AUSSIE HID AZ 180ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 18,15; R$ -   ;Ok;
68628;SH AUSSIE MOIST TRATAMENTO 236ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 38,98; R$ -   ;Ok;
71432;SH CHEIRINHO DE BEBE SUAVE 210ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;5;5;0;R$ 11,53; R$ -   ;Ok;
66389;SH DERCOS ANTICASPA 125ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 66,44; R$ -   ;Ok;
65517;SH DERCOS ANTICASPA SENSIVEL 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 92,92; R$ -   ;Ok;
71206;SH DERCOS ENERGIZANTE 400G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;4;4;0;R$ 125,17; R$ -   ;Ok;
61091;SH FLORA NENEM CAB NORMAIS 100ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;9;9;0;R$ 5,94; R$ -   ;Ok;
62319;SH FLORA NENEN  CLAROS 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;5;5;0;R$ 8,14; R$ -   ;Ok;
61628;SH FLORA NENEN CAB CACHEADOS 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;6;6;0;R$ 8,14; R$ -   ;Ok;
61090;SH FLORA NENEN CABELOS CACHEAD 100ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;9;9;0;R$ 5,94; R$ -   ;Ok;
69968;SH FLORA NENEN CABELOS CLAROS 100ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;7;7;0;R$ 5,94; R$ -   ;Ok;
62318;SH FLORA NENEN NORMAL 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;6;6;0;R$ 8,14; R$ -   ;Ok;
61638;SH GIOVANNA BABY 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 9,32; R$ -   ;Ok;
61637;SH GIOVANNA BABY 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;1;1;0;R$ 13,71; R$ -   ;Ok;
63935;SH GIOVANNA BABY CAB CACH 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;3;3;0;R$ 9,32; R$ -   ;Ok;
66503;SH GIOVANNA BABY MEN 3EM1 + DA 150ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;2;2;0;R$ 26,24; R$ -   ;Ok;
71926;SH GRANADO BEBE CALENDULA 250 ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;3;3;0;R$ 11,93; R$ -   ;Ok;
66116;SH GRANADO BEBE CAMOMILA 250ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;9;9;0;R$ 12,01; R$ -   ;Ok;
58644;SH GRANADO BEBE ERVA DOCE 250ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;8;8;0;R$ 12,90; R$ -   ;Ok;
57933;SH GRANADO BEBE REGULAR 250ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;1;1;0;R$ 12,37; R$ -   ;Ok;
69912;SH HEAD SHOUDERS HIDRATA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 12,90; R$ -   ;Ok;
69983;SH HEAD SHOULDERS  3EM1 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 21,79; R$ -   ;Ok;
110254;SH HEAD SHOULDERS 200ML FEM LIMPEZA;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;5;5;0;R$ 12,74; R$ -   ;Ok;
60073;SH HEAD SHOULDERS 3EM1 MEM 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;13;13;0;R$ 12,62; R$ -   ;Ok;
57936;SH HEAD SHOULDERS ANT COCEIRA 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;10;10;0;R$ 12,66; R$ -   ;Ok;
69909;SH HEAD SHOULDERS ANT-COCEIRA 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 22,15; R$ -   ;Ok;
65124;SH HEAD SHOULDERS CRESCIMENTO 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;4;4;0;R$ 12,46; R$ -   ;Ok;
72696;SH HEAD SHOULDERS FORÃƒ A DA RAIZ 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 19,63; R$ -   ;Ok;
111974;SH HEAD SHOULDERS LIMPEZA EFICAZ 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 21,98; R$ -   ;Ok;
68663;SH HEAD SHOULDERS MEN 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;6;6;0;R$ 12,53; R$ -   ;Ok;
68664;SH HEAD SHOULDERS MEN 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 22,11; R$ -   ;Ok;
57940;SH HEAD SHOULDERS MENTHOL 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;8;8;0;R$ 12,60; R$ -   ;Ok;
69846;SH HEAD SHOULDERS MENTOL 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 21,82; R$ -   ;Ok;
64837;SH HEAD SHOULDERS REMOC OLEOS 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 19,62; R$ -   ;Ok;
58508;SH HUGGIES CHA CAMOMILA 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 13,78; R$ -   ;Ok;
69917;SH HUGGIES EXTRA SUAVE 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;2;2;0;R$ 12,93; R$ -   ;Ok;
60284;SH HUGGIES EXTRA SUAVE LV400 PG350ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;1;1;0;R$ 23,18; R$ -   ;Ok;
58335;ESM RISQUE ANGELICA 8ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > ESMALTES;7;6;-1;R$ 3,88;-R$ 3,88;Perda;#N/D
75915;SABONETE BARRA FRANCIS CLASSICO VERMELHO 90G;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SABONETES;4;3;-1;R$ 3,87;-R$ 3,87;Perda;#N/D
57726;SH JOHNSONS BABY CABELOS CLAROS 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 16,71; R$ -   ;Ok;
62109;SH JOHNSONS BABY CABELOS CLAROS 750ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 34,71; R$ -   ;Ok;
57723;SH JOHNSONS BABY CACHOS DOS SONHOS 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;2;2;0;R$ 11,74; R$ -   ;Ok;
59538;SH JOHNSONS BABY CHEIR. PROLONGADO 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 21,60; R$ -   ;Ok;
57735;SH JOHNSONS BABY CHEIRINHO PROLON 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;7;7;0;R$ 14,34; R$ -   ;Ok;
61643;SH JOHNSONS BABY GOTAS DE BRILHO 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 17,47; R$ -   ;Ok;
56948;SH JOHNSONS BABY REGULAR 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;10;10;0;R$ 15,26; R$ -   ;Ok;
57734;SH JOHNSONS BABY REGULAR 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;8;8;0;R$ 18,47; R$ -   ;Ok;
58778;SH JOHNSONS BABY REGULAR 750ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;5;5;0;R$ 41,49; R$ -   ;Ok;
62566;SH NIELY GOLD AGUA DE COCO 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;4;4;0;R$ 8,06; R$ -   ;Ok;
64545;SH NIELY GOLD COMPRIDOS +FORTES 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;4;4;0;R$ 8,06; R$ -   ;Ok;
68677;SH NIELY GOLD NUT PODEROSA 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;6;6;0;R$ 8,06; R$ -   ;Ok;
58984;SH NIELY GOLD QUERATINA 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;6;6;0;R$ 8,06; R$ -   ;Ok;
69914;SH PALMOLIVE  KIDS TD TP CAB 350ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 12,05; R$ -   ;Ok;
69922;SH PALMOLIVE KIDS CAB CACHEADOS 350ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;3;3;0;R$ 12,58; R$ -   ;Ok;
65749;SH PALMOLIVE KIDS MINIONS 350ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;2;2;0;R$ 12,07; R$ -   ;Ok;
71559;SH PAMPERS GLICERINA 200ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;2;2;0;R$ 13,93; R$ -   ;Ok;
71555;SH PAMPERS GLICERINA 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;6;6;0;R$ 21,07; R$ -   ;Ok;
71556;SH PAMPERS GLICERINA REFIL 350ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;3;3;0;R$ 18,50; R$ -   ;Ok;
63897;SH PANTENE BAMBU 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;29;29;0;R$ 10,74; R$ -   ;Ok;
63977;SH PANTENE BAMBU 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;7;7;0;R$ 19,87; R$ -   ;Ok;
57949;SH PANTENE BRILHO EXTR 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 21,71; R$ -   ;Ok;
69915;SH PANTENE CACHOS 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 21,37; R$ -   ;Ok;
66034;SH PANTENE COLAGENO 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 20,40; R$ -   ;Ok;
68676;SH PANTENE COLAGENO 510ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 31,47; R$ -   ;Ok;
70144;SH PANTENE EQUILIBRIO 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;6;6;0;R$ 19,70; R$ -   ;Ok;
71385;SH PANTENE EQUILIBRIO 510ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 28,53; R$ -   ;Ok;
58992;SH PANTENE HIDROCAUTERIZACAO 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 19,36; R$ -   ;Ok;
70005;SH PANTENE LISO EXTREMO 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;4;4;0;R$ 21,12; R$ -   ;Ok;
61967;SH PANTENE MICELAR 200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 10,96; R$ -   ;Ok;
76285;ABSORVENTE ALWAYS SECA TAM P COM ABAS 8 UNIDADES;PRINCIPAL > 5 - PERFUMARIA > UNIVERSO FEMININO > ABSORVENTES;5;7;2;R$ 2,13;R$ 4,26;Sobra;
69916;SH PANTENE REP INST 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;2;2;0;R$ 20,98; R$ -   ;Ok;
57947;SH PANTENE REST PROF 400ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 20,33; R$ -   ;Ok;
62677;SH S.LINE  T.CACHINHOS BABY 300ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;5;5;0;R$ 15,87; R$ -   ;Ok;
68679;SH S.LINE BOMBA ANTIQUEDA 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;6;6;0;R$ 14,41; R$ -   ;Ok;
60962;SH S.LINE EXPLOSAO CRESCIM 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;7;7;0;R$ 14,51; R$ -   ;Ok;
62657;SH S.LINE M.LISO DESMAIADO 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;4;4;0;R$ 12,69; R$ -   ;Ok;
68680;SH S.LINE REST INTENS 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 12,66; R$ -   ;Ok;
60968;SH S.LINE SOS CACHOS KIDS 300ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 15,14; R$ -   ;Ok;
103177;SH SALON LINE M LISO ANTIFRIZZ 300ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;4;4;0;R$ 12,81; R$ -   ;Ok;
71413;SH SKALA MEN ANTIQUEDA 325ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;6;6;0;R$ 7,99; R$ -   ;Ok;
64726;SH TIO NACHO ALOE VERA 415ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;6;6;0;R$ 31,51; R$ -   ;Ok;
69967;SH TIO NACHO ANTI-IDADE 415ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;5;5;0;R$ 34,49; R$ -   ;Ok;
118390;SH TIO NACHO ANTIQUEDA EFEITO ANTIGRISALHO 415ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;6;6;0;R$ 30,84; R$ -   ;Ok;
62020;SH TIO NACHO ANTIQUEDA ENGROSSA 415 ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;8;8;0;R$ 30,28; R$ -   ;Ok;
57952;SH TIO NACHO CLAREADOR 415ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;4;4;0;R$ 32,08; R$ -   ;Ok;
57953;SH TIO NACHO ERVAS MILEN 415ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 34,49; R$ -   ;Ok;
59541;SH TURMA DA XUXINHA  CAB CACHEADO 120ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 6,47; R$ -   ;Ok;
61574;SH TURMA DA XUXINHA CAB CACHEADOS 210ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;7;7;0;R$ 8,18; R$ -   ;Ok;
61896;SH TURMA DA XUXINHA CAMOMILA 210ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;4;0;R$ 8,46; R$ -   ;Ok;
64680;COLETOR UNIVERSAL  80ML;PRINCIPAL > 5 - PERFUMARIA > DIVERSOS > COLETORES E ACESSSOR;158;153;-5;R$ 0,77;-R$ 3,85;Perda;#N/D
61897;SH TURMA DA XUXINHA SONO TRANQUILO 120ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;1;1;0;R$ 6,48; R$ -   ;Ok;
65276;SH TURMA DA XUXINHA SONO TRANQUILO 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;0;1;1;R$ 12,70;R$ 12,70;Ajustado Similaridade e Sobra;
59337;SH TURMA DA XUXINHA SUAVE 210ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;3;3;0;R$ 8,47; R$ -   ;Ok;
65277;SH TURMA DA XUXINHA SUAVE 400ML;PRINCIPAL > 5 - PERFUMARIA > CUIDADO AO BEBE/INFANTIL > SHAMPOO INFANTIL;4;3;-1;R$ 13,27;-R$ 13,27;Similaridade;
111020;SH VULT ONDULADOS 350ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > CABELO;5;5;0;R$ 15,07; R$ -   ;Ok;
71095;SH+COND ABOVE HIDRATACAO 325ML+200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 12,64; R$ -   ;Ok;
71097;SH+COND ABOVE RECONSTRUCAO 325ML+200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;3;3;0;R$ 12,57; R$ -   ;Ok;
66299;SH+COND EICO BABOSA 450ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;4;4;0;R$ 26,18; R$ -   ;Ok;
71621;SH+COND EICO CACHOS DEFINIDOS 450ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;1;1;0;R$ 27,40; R$ -   ;Ok;
66300;SH+COND EICO SALAO EM CASA 450ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;7;7;0;R$ 25,52; R$ -   ;Ok;
66301;SH+COND EICO TRAT MANDIOCA 450ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;12;12;0;R$ 26,07; R$ -   ;Ok;
61940;SH+COND NIELY GOLD   NUT MAGICA 300ML+200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;11;11;0;R$ 16,27; R$ -   ;Ok;
58821;SH+COND NIELY GOLD  POS QUIMICA 300ML+200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;11;11;0;R$ 16,27; R$ -   ;Ok;
72792;SH+COND NIELY GOLD AGUA COCO 300ML+200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;9;9;0;R$ 15,89; R$ -   ;Ok;
58454;SH+COND NIELY GOLD AGUA TERMAL 300ML+200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;8;8;0;R$ 15,89; R$ -   ;Ok;
64546;SH+COND NIELY GOLD COMPR FORTE 300ML+200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;10;10;0;R$ 16,27; R$ -   ;Ok;
58820;SH+COND NIELY GOLD REPAR INTENSI 300ML+200ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;10;10;0;R$ 15,88; R$ -   ;Ok;
71684;SH+COND PANTENE  EQUILIBRIO 300ML+150ML;PRINCIPAL > 5 - PERFUMARIA > HIGIENE PESSOAL, PERFUMARIA E COSMÉTICOS > SHAMPOO;8;8;0;R$ 28,18; R$ -   ;Ok;
